,Measure Name,Score
3472,SSI - Colon Surgery: Observed Cases,4
3478,SSI - Abdominal Hysterectomy: Observed Cases,0
3484,MRSA Bacteremia: Observed Cases,4
3490,Clostridium Difficile (C.Diff): Observed Cases,4
3496,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
3502,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
3520,MRSA Bacteremia: Observed Cases,0
3526,Clostridium Difficile (C.Diff): Observed Cases,0
3532,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
3538,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
3544,SSI - Colon Surgery: Observed Cases,4
3550,SSI - Abdominal Hysterectomy: Observed Cases,0
3556,MRSA Bacteremia: Observed Cases,0
3562,Clostridium Difficile (C.Diff): Observed Cases,1
3568,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
3574,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
3580,SSI - Colon Surgery: Observed Cases,0
3586,SSI - Abdominal Hysterectomy: Observed Cases,1
3592,MRSA Bacteremia: Observed Cases,6
3598,Clostridium Difficile (C.Diff): Observed Cases,6
3604,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
3610,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
3640,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
3646,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
3670,Clostridium Difficile (C.Diff): Observed Cases,0
3850,Clostridium Difficile (C.Diff): Observed Cases,0
4000,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4006,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
4012,SSI - Colon Surgery: Observed Cases,0
4018,SSI - Abdominal Hysterectomy: Observed Cases,0
4024,MRSA Bacteremia: Observed Cases,0
4030,Clostridium Difficile (C.Diff): Observed Cases,0
4144,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,66
4150,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
4156,SSI - Colon Surgery: Observed Cases,11
4162,SSI - Abdominal Hysterectomy: Observed Cases,0
4168,MRSA Bacteremia: Observed Cases,19
4174,Clostridium Difficile (C.Diff): Observed Cases,100
4180,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,21
4186,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,12
4192,SSI - Colon Surgery: Observed Cases,7
4198,SSI - Abdominal Hysterectomy: Observed Cases,4
4204,MRSA Bacteremia: Observed Cases,9
4210,Clostridium Difficile (C.Diff): Observed Cases,46
4216,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
4222,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
4228,SSI - Colon Surgery: Observed Cases,1
4240,MRSA Bacteremia: Observed Cases,0
4246,Clostridium Difficile (C.Diff): Observed Cases,8
4252,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4258,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
4264,SSI - Colon Surgery: Observed Cases,1
4276,MRSA Bacteremia: Observed Cases,3
4282,Clostridium Difficile (C.Diff): Observed Cases,11
4288,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4294,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
4300,SSI - Colon Surgery: Observed Cases,4
4306,SSI - Abdominal Hysterectomy: Observed Cases,1
4312,MRSA Bacteremia: Observed Cases,3
4318,Clostridium Difficile (C.Diff): Observed Cases,15
4324,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
4330,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
4336,SSI - Colon Surgery: Observed Cases,1
4342,SSI - Abdominal Hysterectomy: Observed Cases,0
4348,MRSA Bacteremia: Observed Cases,2
4354,Clostridium Difficile (C.Diff): Observed Cases,31
4360,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,13
4366,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,22
4372,SSI - Colon Surgery: Observed Cases,5
4378,SSI - Abdominal Hysterectomy: Observed Cases,2
4384,MRSA Bacteremia: Observed Cases,3
4390,Clostridium Difficile (C.Diff): Observed Cases,23
4396,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
4402,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,9
4408,SSI - Colon Surgery: Observed Cases,0
4414,SSI - Abdominal Hysterectomy: Observed Cases,0
4420,MRSA Bacteremia: Observed Cases,10
4426,Clostridium Difficile (C.Diff): Observed Cases,16
4432,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
4438,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
4444,SSI - Colon Surgery: Observed Cases,1
4450,SSI - Abdominal Hysterectomy: Observed Cases,0
4456,MRSA Bacteremia: Observed Cases,1
4462,Clostridium Difficile (C.Diff): Observed Cases,8
4468,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,9
4474,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,8
4480,SSI - Colon Surgery: Observed Cases,3
4486,SSI - Abdominal Hysterectomy: Observed Cases,0
4492,MRSA Bacteremia: Observed Cases,12
4498,Clostridium Difficile (C.Diff): Observed Cases,19
4504,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
4510,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
4516,SSI - Colon Surgery: Observed Cases,2
4522,SSI - Abdominal Hysterectomy: Observed Cases,0
4528,MRSA Bacteremia: Observed Cases,3
4534,Clostridium Difficile (C.Diff): Observed Cases,17
4540,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,30
4546,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,20
4552,SSI - Colon Surgery: Observed Cases,10
4558,SSI - Abdominal Hysterectomy: Observed Cases,0
4564,MRSA Bacteremia: Observed Cases,17
4570,Clostridium Difficile (C.Diff): Observed Cases,19
4576,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
4582,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
4588,SSI - Colon Surgery: Observed Cases,0
4594,SSI - Abdominal Hysterectomy: Observed Cases,0
4600,MRSA Bacteremia: Observed Cases,3
4606,Clostridium Difficile (C.Diff): Observed Cases,11
4612,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,17
4618,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,16
4624,SSI - Colon Surgery: Observed Cases,12
4630,SSI - Abdominal Hysterectomy: Observed Cases,1
4636,MRSA Bacteremia: Observed Cases,11
4642,Clostridium Difficile (C.Diff): Observed Cases,34
4648,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4654,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
4660,SSI - Colon Surgery: Observed Cases,0
4666,SSI - Abdominal Hysterectomy: Observed Cases,0
4672,MRSA Bacteremia: Observed Cases,2
4678,Clostridium Difficile (C.Diff): Observed Cases,8
4684,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
4690,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,18
4696,SSI - Colon Surgery: Observed Cases,4
4702,SSI - Abdominal Hysterectomy: Observed Cases,0
4708,MRSA Bacteremia: Observed Cases,3
4714,Clostridium Difficile (C.Diff): Observed Cases,15
4720,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4726,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
4732,SSI - Colon Surgery: Observed Cases,0
4738,SSI - Abdominal Hysterectomy: Observed Cases,1
4744,MRSA Bacteremia: Observed Cases,0
4750,Clostridium Difficile (C.Diff): Observed Cases,9
4756,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
4762,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
4768,SSI - Colon Surgery: Observed Cases,0
4774,SSI - Abdominal Hysterectomy: Observed Cases,0
4780,MRSA Bacteremia: Observed Cases,3
4786,Clostridium Difficile (C.Diff): Observed Cases,6
4792,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,9
4798,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
4804,SSI - Colon Surgery: Observed Cases,2
4810,SSI - Abdominal Hysterectomy: Observed Cases,0
4816,MRSA Bacteremia: Observed Cases,11
4822,Clostridium Difficile (C.Diff): Observed Cases,48
4828,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
4834,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
4840,SSI - Colon Surgery: Observed Cases,0
4846,SSI - Abdominal Hysterectomy: Observed Cases,0
4852,MRSA Bacteremia: Observed Cases,0
4858,Clostridium Difficile (C.Diff): Observed Cases,11
4864,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,40
4870,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,23
4876,SSI - Colon Surgery: Observed Cases,8
4882,SSI - Abdominal Hysterectomy: Observed Cases,0
4888,MRSA Bacteremia: Observed Cases,18
4894,Clostridium Difficile (C.Diff): Observed Cases,90
4900,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,39
4906,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,15
4912,SSI - Colon Surgery: Observed Cases,8
4918,SSI - Abdominal Hysterectomy: Observed Cases,2
4924,MRSA Bacteremia: Observed Cases,12
4930,Clostridium Difficile (C.Diff): Observed Cases,58
4936,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4942,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
4948,SSI - Colon Surgery: Observed Cases,0
4954,SSI - Abdominal Hysterectomy: Observed Cases,0
4960,MRSA Bacteremia: Observed Cases,4
4966,Clostridium Difficile (C.Diff): Observed Cases,12
4972,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
4978,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
4984,SSI - Colon Surgery: Observed Cases,0
4990,SSI - Abdominal Hysterectomy: Observed Cases,0
4996,MRSA Bacteremia: Observed Cases,0
5002,Clostridium Difficile (C.Diff): Observed Cases,1
5008,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
5014,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
5020,SSI - Colon Surgery: Observed Cases,0
5026,SSI - Abdominal Hysterectomy: Observed Cases,0
5032,MRSA Bacteremia: Observed Cases,2
5038,Clostridium Difficile (C.Diff): Observed Cases,3
5044,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
5050,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
5068,MRSA Bacteremia: Observed Cases,0
5080,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
5086,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
5104,MRSA Bacteremia: Observed Cases,0
5110,Clostridium Difficile (C.Diff): Observed Cases,0
5116,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
5122,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
5128,SSI - Colon Surgery: Observed Cases,0
5134,SSI - Abdominal Hysterectomy: Observed Cases,0
5140,MRSA Bacteremia: Observed Cases,0
5146,Clostridium Difficile (C.Diff): Observed Cases,2
5152,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
5158,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
5164,SSI - Colon Surgery: Observed Cases,1
5170,SSI - Abdominal Hysterectomy: Observed Cases,0
5176,MRSA Bacteremia: Observed Cases,2
5182,Clostridium Difficile (C.Diff): Observed Cases,10
5188,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
5194,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
5200,SSI - Colon Surgery: Observed Cases,0
5206,SSI - Abdominal Hysterectomy: Observed Cases,0
5212,MRSA Bacteremia: Observed Cases,0
5218,Clostridium Difficile (C.Diff): Observed Cases,1
5224,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
5230,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
5236,SSI - Colon Surgery: Observed Cases,2
5242,SSI - Abdominal Hysterectomy: Observed Cases,0
5248,MRSA Bacteremia: Observed Cases,6
5254,Clostridium Difficile (C.Diff): Observed Cases,22
5260,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,16
5266,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,9
5272,SSI - Colon Surgery: Observed Cases,12
5278,SSI - Abdominal Hysterectomy: Observed Cases,6
5284,MRSA Bacteremia: Observed Cases,6
5290,Clostridium Difficile (C.Diff): Observed Cases,16
5296,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,9
5302,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
5308,SSI - Colon Surgery: Observed Cases,3
5314,SSI - Abdominal Hysterectomy: Observed Cases,2
5320,MRSA Bacteremia: Observed Cases,6
5326,Clostridium Difficile (C.Diff): Observed Cases,47
5332,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,28
5338,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,9
5344,SSI - Colon Surgery: Observed Cases,6
5350,SSI - Abdominal Hysterectomy: Observed Cases,2
5356,MRSA Bacteremia: Observed Cases,7
5362,Clostridium Difficile (C.Diff): Observed Cases,58
5368,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,10
5374,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,12
5380,SSI - Colon Surgery: Observed Cases,6
5386,SSI - Abdominal Hysterectomy: Observed Cases,0
5392,MRSA Bacteremia: Observed Cases,8
5398,Clostridium Difficile (C.Diff): Observed Cases,14
5404,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,6
5410,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
5416,SSI - Colon Surgery: Observed Cases,0
5422,SSI - Abdominal Hysterectomy: Observed Cases,0
5428,MRSA Bacteremia: Observed Cases,4
5434,Clostridium Difficile (C.Diff): Observed Cases,27
5440,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
5446,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
5452,SSI - Colon Surgery: Observed Cases,0
5458,SSI - Abdominal Hysterectomy: Observed Cases,0
5464,MRSA Bacteremia: Observed Cases,1
5470,Clostridium Difficile (C.Diff): Observed Cases,10
5476,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
5482,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
5488,SSI - Colon Surgery: Observed Cases,1
5494,SSI - Abdominal Hysterectomy: Observed Cases,0
5500,MRSA Bacteremia: Observed Cases,4
5506,Clostridium Difficile (C.Diff): Observed Cases,5
5512,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,23
5518,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,16
5524,SSI - Colon Surgery: Observed Cases,5
5530,SSI - Abdominal Hysterectomy: Observed Cases,3
5536,MRSA Bacteremia: Observed Cases,5
5542,Clostridium Difficile (C.Diff): Observed Cases,44
5548,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
